City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
346,khandyga,62.6667,135.6,-26.85,94,73,0.62,RU,2024-11-26
347,szekszard,46.3501,18.709,4.06,81,6,3.39,HU,2024-11-26
348,constantia,44.1833,28.65,-3.62,56,73,2.67,RO,2024-11-26
349,san martin de valdeiglesias,40.3623,-4.3439,6.14,79,98,2.25,ES,2024-11-26
350,durango,24.8333,-104.8333,15.95,37,6,0.73,MX,2024-11-26
351,mgandu,-5.95,34.1333,18.42,80,99,1.26,TZ,2024-11-26
352,igarka,67.4667,86.5833,-8.07,92,100,5.83,RU,2024-11-26
353,markala,13.7021,-6.0659,22.83,18,1,3.58,ML,2024-11-26
354,polyarnyy,69.1989,33.4478,-4.63,86,99,3.1,RU,2024-11-26
355,el calafate,-50.3408,-72.2768,11.66,64,73,1.13,AR,2024-11-26
356,oriximina,-1.7656,-55.8661,29.51,56,92,1.5,BR,2024-11-26
357,bengkulu,-3.8004,102.2655,26.09,84,100,2.25,ID,2024-11-26
358,virar,19.4667,72.8,23.6,40,61,2.62,IN,2024-11-26
359,kroya,-7.6331,109.2461,30.01,67,71,1.74,ID,2024-11-26
360,syktyvkar,61.6764,50.8099,-1.15,69,75,8.0,RU,2024-11-26
361,ulaangom,49.9811,92.0667,-9.35,71,56,1.19,MN,2024-11-26
362,sao tome,0.3365,6.7273,25.8,83,100,1.7,ST,2024-11-26
363,ulsteinvik,62.3432,5.8487,7.07,82,98,2.52,NO,2024-11-26
364,abra pampa,-22.7205,-65.697,12.79,66,100,3.57,AR,2024-11-26
365,tazacorte,28.629,-17.9293,19.54,79,0,3.58,ES,2024-11-26
366,maych'ew,12.7875,39.5422,9.81,50,0,0.77,ET,2024-11-26
367,karamay,45.6004,84.8661,-1.85,54,3,1.3,CN,2024-11-26
368,bubaque,11.2833,-15.8333,28.5,64,0,3.36,GW,2024-11-26
369,kembe,4.6228,21.8865,20.83,67,37,0.78,CF,2024-11-26
370,musoma,-1.5,33.8,18.78,90,91,2.57,TZ,2024-11-26
371,codrington,-38.2667,141.9667,25.65,52,100,4.87,AU,2024-11-26
372,valparaiso,-33.0393,-71.6273,17.8,55,0,4.63,CL,2024-11-26
373,astaneh-ye ashrafiyeh,37.2596,49.9444,12.67,93,26,0.95,IR,2024-11-26
374,rongelap,11.1635,166.8941,28.4,80,43,8.52,MH,2024-11-26
375,fortaleza,-3.7227,-38.5247,27.34,78,40,3.6,BR,2024-11-26
376,puerto baquerizo moreno,-0.9,-89.6,21.78,71,75,4.56,EC,2024-11-26
377,sao paulo de olivenca,-3.3783,-68.8725,24.7,93,92,0.23,BR,2024-11-26
378,kikwit,-5.041,18.8162,20.89,98,100,0.29,CD,2024-11-26
379,kushk,33.2957,61.9522,12.18,38,68,1.96,AF,2024-11-26
380,den burg,53.0542,4.7972,9.99,71,20,8.75,NL,2024-11-26
381,papao,-17.75,-149.55,28.82,77,77,6.58,PF,2024-11-26
382,victorica,-36.2151,-65.4359,21.98,78,0,3.32,AR,2024-11-26
383,el bauga,18.262,33.9081,14.89,40,3,6.06,SD,2024-11-26
384,ilebo,-4.3167,20.5833,21.41,99,100,0.2,CD,2024-11-26
385,kencong,-8.2833,113.3667,28.79,72,100,0.74,ID,2024-11-26
386,yiyang,28.5892,112.3283,12.35,35,62,3.01,CN,2024-11-26
387,toliara,-23.35,43.6667,26.36,70,35,2.0,MG,2024-11-26
388,al kharj,24.155,47.3346,19.32,46,15,2.2,SA,2024-11-26
389,kandahar,31.0,65.75,11.26,35,37,0.19,AF,2024-11-26
390,jabat,7.75,168.9751,27.52,81,100,6.75,MH,2024-11-26
391,cabedelo,-6.9811,-34.8339,26.37,73,85,3.92,BR,2024-11-26
392,llanes,43.4198,-4.7549,12.0,64,69,2.55,ES,2024-11-26
393,tura,25.5198,90.2201,21.8,62,32,0.62,IN,2024-11-26
394,sorong,-0.8833,131.25,28.67,76,70,1.9,ID,2024-11-26
395,bridgewater,44.3835,-64.5155,5.35,86,90,6.17,CA,2024-11-26
396,goz beida,13.95,20.55,17.39,27,99,2.27,TD,2024-11-26
397,sirte,31.2089,16.5887,17.79,60,84,2.44,LY,2024-11-26
398,evinayong,1.4368,10.5512,19.92,99,100,1.23,GQ,2024-11-26
399,hohhot,40.8106,111.6522,-7.84,49,20,7.0,CN,2024-11-26
400,coquimbo,-29.9533,-71.3436,14.99,76,0,0.0,CL,2024-11-26
401,kingston,17.997,-76.7936,28.53,70,75,5.14,JM,2024-11-26
402,port douglas,-16.4833,145.4667,27.95,61,1,3.42,AU,2024-11-26
403,labrador city,52.9463,-66.9114,-1.57,95,100,10.28,CA,2024-11-26
404,swakopmund,-22.6833,14.5333,13.32,85,43,4.17,NA,2024-11-26
405,breyten,-26.3018,29.987,13.34,62,25,1.85,ZA,2024-11-26
406,jiuquan,39.7432,98.5174,-1.9,28,15,2.32,CN,2024-11-26
407,westport,41.1415,-73.3579,7.33,61,20,0.0,US,2024-11-26
408,naze,28.3667,129.4833,20.51,86,93,5.73,JP,2024-11-26
409,leninskoye,41.7589,69.3864,8.62,37,70,1.07,KZ,2024-11-26
410,lycksele,64.5954,18.6735,1.93,100,100,3.6,SE,2024-11-26
411,fabens,31.5023,-106.1586,17.17,24,97,2.17,US,2024-11-26
412,geraldton,-28.7667,114.6,24.23,22,0,7.35,AU,2024-11-26
413,liberal,37.0431,-100.921,1.08,55,0,1.54,US,2024-11-26
414,kolokani,13.5728,-8.0339,21.93,19,6,3.17,ML,2024-11-26
415,tual,-5.6667,132.75,29.05,70,25,0.96,ID,2024-11-26
416,taltal,-25.4,-70.4833,17.11,85,49,2.05,CL,2024-11-26
417,dwarka,22.2394,68.9678,25.11,47,0,3.82,IN,2024-11-26
418,moab,38.5733,-109.5498,8.05,47,100,0.69,US,2024-11-26
419,newport,51.5877,-2.9984,7.06,92,100,3.47,GB,2024-11-26
420,salalah,17.0151,54.0924,23.72,77,0,2.53,OM,2024-11-26
421,bida,9.0833,6.0167,20.09,28,95,2.13,NG,2024-11-26
422,mandalgovi,45.7625,106.2708,-7.61,41,100,12.94,MN,2024-11-26
423,aripuana,-9.1667,-60.6333,23.15,95,96,1.07,BR,2024-11-26
424,zyryanovsk,49.7386,84.2719,-17.88,97,20,0.81,KZ,2024-11-26
425,nova xavantina,-14.6667,-52.35,22.24,98,5,1.26,BR,2024-11-26
426,kokoda,-8.8785,147.7407,29.27,76,99,2.51,PG,2024-11-26
427,rechytsa,52.3617,30.3916,-1.49,84,100,4.45,BY,2024-11-26
428,bikenibeu village,1.3673,173.1241,31.98,62,20,7.72,KI,2024-11-26
429,murraysville,34.2957,-77.8475,13.98,88,0,2.57,US,2024-11-26
430,utrik,11.2278,169.8474,28.36,80,42,9.02,MH,2024-11-26
431,yeed,4.55,43.0333,25.6,71,38,4.82,SO,2024-11-26
432,bhimunipatnam,17.8833,83.4333,25.73,67,95,4.53,IN,2024-11-26
433,sur,22.5667,59.5289,23.89,71,0,2.5,OM,2024-11-26
434,zapala,-38.8992,-70.0544,9.32,59,0,7.61,AR,2024-11-26
435,kzyltu,53.6364,72.3414,-10.71,90,15,3.23,KZ,2024-11-26
436,bakanas,44.8081,76.2772,1.3,60,0,1.8,KZ,2024-11-26
437,mao,39.8885,4.2658,17.31,88,0,2.57,ES,2024-11-26
438,mount isa,-20.7333,139.5,23.87,88,100,10.8,AU,2024-11-26
439,kujang-up,39.8672,126.0303,3.6,65,88,6.58,KP,2024-11-26
440,suva,-18.1416,178.4415,28.71,74,75,4.63,FJ,2024-11-26
441,mansa,29.9833,75.3833,18.12,34,1,0.75,IN,2024-11-26
442,tanjung pandan,-2.75,107.65,30.2,68,100,0.77,ID,2024-11-26
443,ciudad bolivar,8.1222,-63.5497,27.69,71,14,5.09,VE,2024-11-26
444,kimbe,-5.5502,150.1429,31.52,65,64,2.18,PG,2024-11-26
445,dapa,9.7594,126.0531,28.04,78,83,4.73,PH,2024-11-26
446,dunedin,-45.8742,170.5036,14.13,79,20,5.89,NZ,2024-11-26
447,vytegra,61.0064,36.4481,3.44,85,100,7.11,RU,2024-11-26
448,paslek,54.0616,19.6593,7.26,77,100,5.65,PL,2024-11-26
449,kudahuvadhoo,2.6708,72.8944,27.57,76,100,3.9,MV,2024-11-26
450,sao jose da coroa grande,-8.8978,-35.1478,25.02,80,66,2.14,BR,2024-11-26
451,berezovo,63.9381,65.0419,-2.44,72,100,8.28,RU,2024-11-26
452,burutu,5.3509,5.5076,26.01,80,37,2.02,NG,2024-11-26
453,lethem,3.3803,-59.7968,29.48,55,100,4.59,GY,2024-11-26
454,lorengau,-2.0226,147.2712,28.93,78,88,4.0,PG,2024-11-26
455,maddagiri,13.6606,77.2092,19.45,75,98,2.35,IN,2024-11-26
456,dazhong,33.1997,120.4578,6.59,33,0,8.17,CN,2024-11-26
457,lundazi,-12.2929,33.1782,19.41,75,74,2.08,ZM,2024-11-26
458,badger,64.8,-147.5333,-5.86,88,100,1.54,US,2024-11-26
459,cabo san lucas,22.8909,-109.9124,24.31,51,94,2.27,MX,2024-11-26
460,touros,-5.1989,-35.4608,25.21,73,74,4.17,BR,2024-11-26
461,mili,6.0815,171.735,28.09,76,81,5.62,MH,2024-11-26
462,semnan,35.5729,53.3971,9.81,51,6,1.12,IR,2024-11-26
463,liuli,-11.0833,34.6333,25.81,66,65,1.81,TZ,2024-11-26
464,zambezi,-13.5432,23.1047,17.46,98,100,1.68,ZM,2024-11-26
465,ar rutbah,33.0381,40.2848,9.11,54,81,3.47,IQ,2024-11-26
466,la pineda,41.0762,1.1852,15.6,56,47,4.89,ES,2024-11-26
467,guider,9.9342,13.9486,20.55,27,17,2.94,CM,2024-11-26
468,luau,-10.7073,22.2247,18.04,98,100,1.33,AO,2024-11-26
469,kapa'a,22.0752,-159.319,26.18,73,0,7.72,US,2024-11-26
470,winslow,35.0242,-110.6974,7.1,42,0,3.6,US,2024-11-26
471,wuhai,39.6647,106.8122,-3.42,17,33,10.84,CN,2024-11-26
472,leava,-14.3,-178.1667,27.9,76,48,3.47,WF,2024-11-26
473,nagod,24.5667,80.6,19.84,42,35,1.35,IN,2024-11-26
474,fort st. john,56.2499,-120.8529,-21.06,84,20,4.12,CA,2024-11-26
475,svetlyy,54.675,20.1347,8.28,74,84,6.68,RU,2024-11-26
476,urengoy,65.9667,78.3667,-7.08,89,100,8.1,RU,2024-11-26
477,berezovyy,51.6667,135.7,-6.18,77,100,1.19,RU,2024-11-26
478,caleta olivia,-46.4393,-67.5281,12.4,91,99,4.15,AR,2024-11-26
479,okha,53.5739,142.9478,-3.79,83,24,2.34,RU,2024-11-26
480,dadukou,26.5479,101.7054,15.87,63,4,0.75,CN,2024-11-26
481,shubarshi,48.5872,57.1869,-1.12,75,0,3.64,KZ,2024-11-26
482,holualoa,19.6228,-155.9522,25.91,71,0,6.17,US,2024-11-26
483,sterling,39.0062,-77.4286,12.53,68,75,2.57,US,2024-11-26
484,ozurgeti,41.9231,42.0059,5.78,93,100,0.96,GE,2024-11-26
485,margate,51.3813,1.3862,8.72,77,100,5.51,GB,2024-11-26
486,bardai,11.65,7.2333,15.94,31,52,4.03,NG,2024-11-26
487,yermolayevo,52.7167,55.8,-7.2,87,5,1.88,RU,2024-11-26
488,george town,5.4112,100.3354,29.97,77,40,2.24,MY,2024-11-26
489,yinchuan,38.4681,106.2731,-1.33,12,3,2.58,CN,2024-11-26
490,remire-montjoly,4.9167,-52.2667,28.02,83,100,3.09,GF,2024-11-26
491,san antonio de pale,-1.4014,5.6325,25.87,83,96,4.84,GQ,2024-11-26
492,saint croix,17.7397,-64.7388,26.25,84,20,4.63,VI,2024-11-26
493,black river,18.0264,-77.8487,25.22,86,100,1.94,JM,2024-11-26
494,farah,32.5,62.5,14.0,31,100,1.93,AF,2024-11-26
495,pacocha,-17.5833,-71.3333,19.2,92,99,2.46,PE,2024-11-26
496,bayanhongor,46.7167,100.1167,-19.25,84,3,0.57,MN,2024-11-26
497,sarmiento,-45.5882,-69.07,15.06,47,100,0.56,AR,2024-11-26
498,byron bay,-28.65,153.6167,25.17,66,80,5.94,AU,2024-11-26
499,aliveri,38.4167,24.0333,9.12,67,1,2.99,GR,2024-11-26
500,quellon,-43.1167,-73.6167,8.53,92,44,2.97,CL,2024-11-26
501,nafada,11.0956,11.3327,19.17,33,25,2.35,NG,2024-11-26
502,nanpiao,41.0982,120.7479,-2.92,46,0,7.33,CN,2024-11-26
503,pathein,16.7833,94.7333,24.81,65,100,4.63,MM,2024-11-26
504,pont rouge,48.8833,-72.0825,2.04,82,99,2.47,CA,2024-11-26
505,hammerfest,70.6634,23.6821,0.25,69,40,5.14,NO,2024-11-26
506,saint-pierre,-21.3393,55.4781,24.82,73,0,2.06,RE,2024-11-26
507,kalabo,-14.97,22.6814,19.49,92,99,2.51,ZM,2024-11-26
508,belyy yar,53.6039,91.3903,-9.06,92,100,1.0,RU,2024-11-26
509,nogliki,51.8333,143.1667,-4.04,71,20,1.42,RU,2024-11-26
510,khamis mushait,18.3064,42.7292,10.58,81,0,0.0,SA,2024-11-26
511,tefe,-3.3542,-64.7114,24.11,95,92,0.8,BR,2024-11-26
512,chinhoyi,-17.3667,30.2,20.62,71,100,2.34,ZW,2024-11-26
513,praszka,51.0537,18.4532,6.74,77,0,7.71,PL,2024-11-26
514,horezu,45.15,24.0167,1.57,77,100,1.07,RO,2024-11-26
515,gaiman,-43.2897,-65.4929,13.11,62,86,12.36,AR,2024-11-26
516,lerwick,60.1545,-1.1494,5.64,93,100,13.58,GB,2024-11-26
517,tabou,4.423,-7.3528,25.0,86,8,1.18,CI,2024-11-26
518,santa ana de yacuma,-13.75,-65.4333,26.13,79,34,2.81,BO,2024-11-26
519,douglas,41.3,-96.167,-2.07,67,0,0.0,US,2024-11-26
520,alaghsas,17.0187,8.0168,19.24,32,16,4.61,NE,2024-11-26
521,san pedro pochutla,15.7333,-96.4667,23.73,94,0,1.51,MX,2024-11-26
522,jiexiu,37.0244,111.9125,0.03,20,44,7.07,CN,2024-11-26
523,shira,54.4911,89.9531,-8.05,80,96,1.62,RU,2024-11-26
524,broome,42.2506,-75.833,5.95,87,100,3.13,US,2024-11-26
525,muravlenko,63.7898,74.523,-7.64,89,100,8.0,RU,2024-11-26
526,huarmey,-10.0681,-78.1522,19.5,85,93,3.26,PE,2024-11-26
527,palmer,42.1584,-72.3287,2.17,75,75,0.0,US,2024-11-26
528,twon-brass,4.3151,6.2418,27.13,79,58,5.13,NG,2024-11-26
529,trujillo,-8.116,-79.03,16.98,94,100,4.12,PE,2024-11-26
530,city of balikpapan,-1.242,116.8942,30.97,62,96,3.09,ID,2024-11-26
531,juneau,58.3019,-134.4197,-0.88,95,100,6.69,US,2024-11-26
532,ramapuram,13.1167,79.2,22.23,80,100,2.84,IN,2024-11-26
533,kulhudhuffushi,6.6221,73.07,28.07,70,100,4.44,MV,2024-11-26
534,olinda,-8.0089,-34.8553,26.85,78,40,3.09,BR,2024-11-26
535,anderson,34.5334,-82.6499,16.68,81,100,3.6,US,2024-11-26
536,chimbote,-9.0853,-78.5783,18.87,86,84,3.37,PE,2024-11-26
537,la paz,-16.5,-68.15,12.54,64,71,0.89,BO,2024-11-26
538,kiunga,-6.1219,141.2906,34.3,51,91,1.49,PG,2024-11-26
539,mukalla,14.5425,49.1242,23.21,76,0,2.33,YE,2024-11-26
540,smithers,54.7804,-127.1743,-9.82,73,75,1.03,CA,2024-11-26
541,nouadhibou,20.931,-17.0347,19.99,83,0,5.14,MR,2024-11-26
542,yukhnov,54.7444,35.2297,-1.43,84,100,3.33,RU,2024-11-26
543,monterey,36.2505,-121.2516,12.17,94,100,1.86,US,2024-11-26
544,barentu,15.1139,37.5928,21.67,64,3,1.39,ER,2024-11-26
545,chadan,51.2833,91.5833,-14.61,91,75,0.52,RU,2024-11-26
546,warrnambool,-38.3833,142.4833,22.66,68,100,6.01,AU,2024-11-26
547,maun,-19.9833,23.4167,20.03,74,14,2.08,BW,2024-11-26
548,sungai raya,0.7,108.9,30.84,62,100,0.95,ID,2024-11-26
549,sakaiminato,35.55,133.2333,15.99,77,100,5.14,JP,2024-11-26
550,ha'il,27.5219,41.6907,10.01,87,0,0.0,SA,2024-11-26
551,sabang,5.8933,95.3214,25.91,87,100,1.85,ID,2024-11-26
552,augusto correa,-1.0217,-46.635,26.14,74,24,2.42,BR,2024-11-26
553,mabaruma,8.2,-59.7833,22.59,98,98,0.57,GY,2024-11-26
554,vallenar,-28.5708,-70.7581,20.88,43,22,1.56,CL,2024-11-26
555,fortuna foothills,32.6578,-114.4119,19.71,37,0,1.54,US,2024-11-26
556,ammi moussa,35.8678,1.1114,16.6,46,20,1.05,DZ,2024-11-26
557,malango,-2.9627,119.9001,26.23,77,88,1.37,ID,2024-11-26
558,dodge city,37.7528,-100.0171,0.14,67,27,2.77,US,2024-11-26
559,ak'ordat,15.5486,37.8867,23.75,79,2,2.85,ER,2024-11-26
560,tavda,58.0425,65.2726,-2.7,79,21,3.67,RU,2024-11-26
561,novyy turtkul',41.55,61.0167,5.89,48,0,3.51,UZ,2024-11-26
562,turkmenbasy,40.0222,52.9552,10.43,62,0,0.0,TM,2024-11-26
563,tulun,54.5611,100.5792,-2.79,69,33,5.96,RU,2024-11-26
564,talara,-4.5772,-81.2719,19.63,87,17,5.48,PE,2024-11-26
565,vilyuchinsk,52.9306,158.4028,3.15,82,100,4.45,RU,2024-11-26
566,pueblo,38.2545,-104.6091,1.89,74,0,2.57,US,2024-11-26
567,mercedes,-34.6515,-59.4307,21.55,88,0,5.88,AR,2024-11-26
568,ardakan,32.31,54.0175,13.47,48,4,0.84,IR,2024-11-26
569,trevelin,-43.0858,-71.4639,5.99,91,39,2.25,AR,2024-11-26
570,jalor,25.35,72.6167,22.58,26,0,0.54,IN,2024-11-26
571,moyuta,14.0386,-90.0808,15.83,87,7,3.08,GT,2024-11-26
572,brokopondo,4.75,-55.1667,25.68,85,53,4.55,SR,2024-11-26
573,nynashamn,58.9034,17.9479,7.85,86,100,7.26,SE,2024-11-26
574,balqash,46.8481,74.995,-2.67,63,0,7.0,KZ,2024-11-26
575,akjoujt,19.6969,-14.4164,24.61,13,4,4.39,MR,2024-11-26
576,mount pearl,47.5166,-52.7813,4.69,98,100,3.6,CA,2024-11-26
577,lingyuan,41.24,119.4011,-5.86,50,25,4.95,CN,2024-11-26
578,dok kham tai,19.1624,99.9934,26.43,68,71,1.4,TH,2024-11-26
579,port augusta,-32.5,137.7667,33.44,23,100,5.98,AU,2024-11-26
580,asau,46.4333,26.4,-0.2,93,13,1.61,RO,2024-11-26
581,takoradi,4.8845,-1.7554,25.0,87,1,1.93,GH,2024-11-26
582,karratha,-20.7377,116.8463,33.17,36,93,5.5,AU,2024-11-26
583,nuuk,64.1835,-51.7216,-2.29,92,100,7.6,GL,2024-11-26
584,sol'-iletsk,51.1631,54.9918,-3.55,79,11,3.8,RU,2024-11-26
585,yuci,37.6803,112.7319,-1.14,31,0,4.0,CN,2024-11-26
